Season,Lg,Player,Voting,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
2025-26,NBA,Shai Gilgeous-Alexander,(V),27,OKC,68,33.2,31.1,4.3,6.6,1.4,0.8,.553,.386,.879,15.2,.323,gilgesh01
