Season,Lg,Player,Voting,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
2025-26,NBA,Cooper Flagg,(V),19,DAL,70,33.5,21.0,6.7,4.5,1.2,0.9,.468,.295,.827,3.8,.078,flaggco01
