Season,Lg,Player,Voting,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,-9999
2025-26,NBA,Victor Wembanyama,(V),22,SAS,64,29.2,25.0,11.5,3.1,1.0,3.1,.512,.349,.827,10.0,.257,wembavi01
